Ano;Mês;Fornecedor Destino;Distribuidor Origem;Código do Produto;Nome do Produto;Região Origem;UF Origem;Localidade Destino;Região Destinatário;UF Destino;Código de Embalagem GLP;Quantidade de Produto (mil ton)
2018;5;PETROLEO BRASILEIRO S/A;NACIONAL GAS BUTANO DISTRIBUIDORA LTDA;210203001;GLP;SE;SP;MACAE, RJ;SE;RJ;A Granel;0,293790
2018;5;PETROLEO BRASILEIRO S/A;NACIONAL GAS BUTANO DISTRIBUIDORA LTDA;210203001;GLP;SE;SP;MAUA, SP;SE;SP;A Granel;6,921210
2018;5;PETROLEO BRASILEIRO S/A;NACIONAL GAS BUTANO DISTRIBUIDORA LTDA;210203001;GLP;SE;SP;PAULINIA, SP;SE;SP;A Granel;4,891675
2018;5;PETROLEO BRASILEIRO S/A;NACIONAL GAS BUTANO DISTRIBUIDORA LTDA;210203001;GLP;SE;SP;SAO JOSE DOS CAMPOS, SP;SE;SP;A Granel;6,840511
2018;5;PETROLEO BRASILEIRO S/A;PROPANGAS LTDA.;210203001;GLP;SE;SP;MACAE, RJ;SE;RJ;A Granel;0,027980
2018;5;PETROLEO BRASILEIRO S/A;SERVGÁS DISTRIBUIDORA DE GÁS S. A.;210203001;GLP;S;PR;ARAUCARIA, PR;S;PR;A Granel;0,461770
2018;5;PETROLEO BRASILEIRO S/A;SERVGÁS DISTRIBUIDORA DE GÁS S. A.;210203001;GLP;SE;SP;MACAE, RJ;SE;RJ;A Granel;0,086290
2018;5;PETROLEO BRASILEIRO S/A;SERVGÁS DISTRIBUIDORA DE GÁS S. A.;210203001;GLP;SE;SP;PAULINIA, SP;SE;SP;A Granel;0,631661
2018;5;PETROLEO BRASILEIRO S/A;SOCIEDADE FOGAS LTDA;210203001;GLP;N;AM;MANAUS, AM;N;AM;A Granel;5,569098
2018;5;PETROLEO BRASILEIRO S/A;SOCIEDADE FOGAS LTDA;210203001;GLP;N;PA;COARI, AM;N;AM;A Granel;0,649540
2018;5;PETROLEO BRASILEIRO S/A;SOCIEDADE FOGAS LTDA;210203001;GLP;N;RO;COARI, AM;N;AM;A Granel;3,888626
2018;5;PETROLEO BRASILEIRO S/A;SOS GÁS DISTRIBUIDORA LTDA;210203001;GLP;NE;PB;NATAL, RN;NE;RN;A Granel;0,072600
2018;5;PETROLEO BRASILEIRO S/A;SUPERGASBRAS ENERGIA LTDA;210203001;GLP;CO;DF;MACAE, RJ;SE;RJ;A Granel;0,054330
2018;5;PETROLEO BRASILEIRO S/A;SUPERGASBRAS ENERGIA LTDA;210203001;GLP;N;PA;BELEM, PA;N;PA;A Granel;2,664768
2018;5;PETROLEO BRASILEIRO S/A;SUPERGASBRAS ENERGIA LTDA;210203001;GLP;NE;BA;ARACRUZ, ES;SE;ES;A Granel;0,367330
2018;5;PETROLEO BRASILEIRO S/A;SUPERGASBRAS ENERGIA LTDA;210203001;GLP;NE;BA;MACAE, RJ;SE;RJ;A Granel;0,047270
2018;5;PETROLEO BRASILEIRO S/A;SUPERGASBRAS ENERGIA LTDA;210203001;GLP;NE;BA;SAO FRANCISCO DO CONDE, BA;NE;BA;A Granel;5,923482
2018;5;PETROLEO BRASILEIRO S/A;SUPERGASBRAS ENERGIA LTDA;210203001;GLP;NE;MA;SAO LUIS, MA;NE;MA;A Granel;1,032000
2018;5;PETROLEO BRASILEIRO S/A;SUPERGASBRAS ENERGIA LTDA;210203001;GLP;NE;SE;ARACAJU, SE;NE;SE;A Granel;0,031770
2018;5;PETROLEO BRASILEIRO S/A;SUPERGASBRAS ENERGIA LTDA;210203001;GLP;NE;SE;PILAR, AL;NE;AL;A Granel;0,291767
2018;5;PETROLEO BRASILEIRO S/A;SUPERGASBRAS ENERGIA LTDA;210203001;GLP;S;PR;ARAUCARIA, PR;S;PR;A Granel;11,706872
2018;5;PETROLEO BRASILEIRO S/A;SUPERGASBRAS ENERGIA LTDA;210203001;GLP;S;RS;CANOAS, RS;S;RS;A Granel;5,151559
2018;5;PETROLEO BRASILEIRO S/A;SUPERGASBRAS ENERGIA LTDA;210203001;GLP;S;SC;ITAJAI, SC;S;SC;A Granel;0,150090
2018;5;PETROLEO BRASILEIRO S/A;SUPERGASBRAS ENERGIA LTDA;210203001;GLP;SE;ES;ARACRUZ, ES;SE;ES;A Granel;5,241510
2018;5;PETROLEO BRASILEIRO S/A;SUPERGASBRAS ENERGIA LTDA;210203001;GLP;SE;MG;BETIM, MG;SE;MG;A Granel;9,086084
2018;5;PETROLEO BRASILEIRO S/A;SUPERGASBRAS ENERGIA LTDA;210203001;GLP;SE;RJ;DUQUE DE CAXIAS, RJ;SE;RJ;A Granel;28,234149
2018;5;PETROLEO BRASILEIRO S/A;SUPERGASBRAS ENERGIA LTDA;210203001;GLP;SE;RJ;MACAE, RJ;SE;RJ;A Granel;0,991548
2018;5;PETROLEO BRASILEIRO S/A;SUPERGASBRAS ENERGIA LTDA;210203001;GLP;SE;SP;MAUA, SP;SE;SP;A Granel;11,136743
2018;5;PETROLEO BRASILEIRO S/A;SUPERGASBRAS ENERGIA LTDA;210203001;GLP;SE;SP;PAULINIA, SP;SE;SP;A Granel;10,105609
2018;5;PETROLEO BRASILEIRO S/A;SUPERGASBRAS ENERGIA LTDA;210203001;GLP;SE;SP;SAO JOSE DOS CAMPOS, SP;SE;SP;A Granel;12,458558
2018;5;PETROLEO BRASILEIRO S/A;USEGÁS DISTRIBUIDORA DE GÁS LTDA. - EPP;210203001;GLP;S;PR;ARAUCARIA, PR;S;PR;A Granel;0,040103
2018;5;REFINARIA DE PETRÓLEO RIOGRANDENSE S.A.;CONSIGAZ DISTRIBUIDORA DE GÁS LTDA.;210203001;GLP;S;RS;RIO GRANDE, RS;S;RS;P 190;0,024650
2018;5;REFINARIA DE PETRÓLEO RIOGRANDENSE S.A.;LIQUIGÁS DISTRIBUIDORA S.A.;210203001;GLP;S;RS;RIO GRANDE, RS;S;RS;A Granel;0,096530
2018;5;VALE S/A;SUPERGASBRAS ENERGIA LTDA;210203001;GLP;N;PA;OURILANDIA DO NORTE, PA;N;PA;A Granel;-0,030100
2018;6;BRASKEM S/A;COMPANHIA ULTRAGAZ S A;210203001;GLP;SE;SP;SANTO ANDRE, SP;SE;SP;A Granel;0,645496
2018;6;BRASKEM S/A;CONSIGAZ DISTRIBUIDORA DE GÁS LTDA.;210203001;GLP;SE;SP;SANTO ANDRE, SP;SE;SP;A Granel;0,637720
2018;6;PETROLEO BRASILEIRO S/A;AMAZONGAS DISTRIB DE GAS LIQUEF DE PETROLEO LTDA;210203001;GLP;N;AM;MANAUS, AM;N;AM;A Granel;3,074019
2018;6;PETROLEO BRASILEIRO S/A;AMAZONGAS DISTRIB DE GAS LIQUEF DE PETROLEO LTDA;210203001;GLP;N;RO;COARI, AM;N;AM;A Granel;1,830721
2018;6;PETROLEO BRASILEIRO S/A;BAHIANA DISTRIBUIDORA DE GÁS LTDA;210203001;GLP;N;PA;BELEM, PA;N;PA;A Granel;1,647000
2018;6;PETROLEO BRASILEIRO S/A;BAHIANA DISTRIBUIDORA DE GÁS LTDA;210203001;GLP;NE;AL;PILAR, AL;NE;AL;A Granel;0,109900
2018;6;PETROLEO BRASILEIRO S/A;BAHIANA DISTRIBUIDORA DE GÁS LTDA;210203001;GLP;NE;BA;SAO FRANCISCO DO CONDE, BA;NE;BA;A Granel;18,594850
2018;6;PETROLEO BRASILEIRO S/A;BAHIANA DISTRIBUIDORA DE GÁS LTDA;210203001;GLP;NE;CE;FORTALEZA, CE;NE;CE;A Granel;5,370000
2018;6;PETROLEO BRASILEIRO S/A;BAHIANA DISTRIBUIDORA DE GÁS LTDA;210203001;GLP;NE;MA;SAO LUIS, MA;NE;MA;A Granel;1,016672
2018;6;PETROLEO BRASILEIRO S/A;BAHIANA DISTRIBUIDORA DE GÁS LTDA;210203001;GLP;NE;PE;IPOJUCA, PE;NE;PE;A Granel;12,991628
2018;6;PETROLEO BRASILEIRO S/A;BAHIANA DISTRIBUIDORA DE GÁS LTDA;210203001;GLP;NE;RN;NATAL, RN;NE;RN;A Granel;0,105090
2018;6;PETROLEO BRASILEIRO S/A;BAHIANA DISTRIBUIDORA DE GÁS LTDA;210203001;GLP;NE;SE;ARACAJU, SE;NE;SE;A Granel;0,703940
2018;6;PETROLEO BRASILEIRO S/A;COMPANHIA ULTRAGAZ S A;210202002;BUTANO ESPECIAL;SE;SP;SANTOS, SP;SE;SP;A Granel;3,445910
2018;6;PETROLEO BRASILEIRO S/A;COMPANHIA ULTRAGAZ S A;210203001;GLP;CO;DF;MACAE, RJ;SE;RJ;A Granel;0,422150
2018;6;PETROLEO BRASILEIRO S/A;COMPANHIA ULTRAGAZ S A;210203001;GLP;S;PR;ARAUCARIA, PR;S;PR;A Granel;14,647628
2018;6;PETROLEO BRASILEIRO S/A;COMPANHIA ULTRAGAZ S A;210203001;GLP;S;RS;CANOAS, RS;S;RS;A Granel;6,180505
2018;6;PETROLEO BRASILEIRO S/A;COMPANHIA ULTRAGAZ S A;210203001;GLP;S;SC;ITAJAI, SC;S;SC;A Granel;0,372200
2018;6;PETROLEO BRASILEIRO S/A;COMPANHIA ULTRAGAZ S A;210203001;GLP;SE;ES;ARACRUZ, ES;SE;ES;A Granel;2,790990
2018;6;PETROLEO BRASILEIRO S/A;COMPANHIA ULTRAGAZ S A;210203001;GLP;SE;ES;MACAE, RJ;SE;RJ;A Granel;0,023300
2018;6;PETROLEO BRASILEIRO S/A;COMPANHIA ULTRAGAZ S A;210203001;GLP;SE;MG;BETIM, MG;SE;MG;A Granel;4,010545
2018;6;PETROLEO BRASILEIRO S/A;COMPANHIA ULTRAGAZ S A;210203001;GLP;SE;MG;MACAE, RJ;SE;RJ;A Granel;1,081280
2018;6;PETROLEO BRASILEIRO S/A;COMPANHIA ULTRAGAZ S A;210203001;GLP;SE;RJ;DUQUE DE CAXIAS, RJ;SE;RJ;A Granel;9,200679
2018;6;PETROLEO BRASILEIRO S/A;COMPANHIA ULTRAGAZ S A;210203001;GLP;SE;SP;MAUA, SP;SE;SP;A Granel;24,355027
2018;6;PETROLEO BRASILEIRO S/A;COMPANHIA ULTRAGAZ S A;210203001;GLP;SE;SP;PAULINIA, SP;SE;SP;A Granel;15,212496
2018;6;PETROLEO BRASILEIRO S/A;COMPANHIA ULTRAGAZ S A;210203001;GLP;SE;SP;SANTOS, SP;SE;SP;A Granel;18,018707
2018;6;PETROLEO BRASILEIRO S/A;COMPANHIA ULTRAGAZ S A;210203001;GLP;SE;SP;SAO JOSE DOS CAMPOS, SP;SE;SP;A Granel;23,033142
2018;6;PETROLEO BRASILEIRO S/A;CONSIGAZ DISTRIBUIDORA DE GÁS LTDA.;210203001;GLP;S;RS;CANOAS, RS;S;RS;P 190;1,005650
2018;6;PETROLEO BRASILEIRO S/A;CONSIGAZ DISTRIBUIDORA DE GÁS LTDA.;210203001;GLP;S;RS;RIO GRANDE, RS;S;RS;P 190;0,137631
2018;6;PETROLEO BRASILEIRO S/A;CONSIGAZ DISTRIBUIDORA DE GÁS LTDA.;210203001;GLP;SE;ES;ARACRUZ, ES;SE;ES;A Granel;1,713090
2018;6;PETROLEO BRASILEIRO S/A;CONSIGAZ DISTRIBUIDORA DE GÁS LTDA.;210203001;GLP;SE;RJ;MACAE, RJ;SE;RJ;A Granel;0,055130
2018;6;PETROLEO BRASILEIRO S/A;CONSIGAZ DISTRIBUIDORA DE GÁS LTDA.;210203001;GLP;SE;SP;MAUA, SP;SE;SP;P 190;13,231690
2018;6;PETROLEO BRASILEIRO S/A;CONSIGAZ DISTRIBUIDORA DE GÁS LTDA.;210203001;GLP;SE;SP;PAULINIA, SP;SE;SP;A Granel;3,170747
2018;6;PETROLEO BRASILEIRO S/A;CONSIGAZ DISTRIBUIDORA DE GÁS LTDA.;210203001;GLP;SE;SP;SAO JOSE DOS CAMPOS, SP;SE;SP;A Granel;5,507863
2018;6;PETROLEO BRASILEIRO S/A;COPA ENERGIA DISTRIBUIDORA DE GAS S A;210203001;GLP;NE;BA;SAO FRANCISCO DO CONDE, BA;NE;BA;A Granel;1,394815
2018;6;PETROLEO BRASILEIRO S/A;COPA ENERGIA DISTRIBUIDORA DE GAS S A;210203001;GLP;NE;CE;NATAL, RN;NE;RN;A Granel;0,189900
2018;6;PETROLEO BRASILEIRO S/A;COPA ENERGIA DISTRIBUIDORA DE GAS S A;210203001;GLP;NE;PE;IPOJUCA, PE;NE;PE;A Granel;6,657720
2018;6;PETROLEO BRASILEIRO S/A;COPA ENERGIA DISTRIBUIDORA DE GAS S A;210203001;GLP;S;PR;ARAUCARIA, PR;S;PR;A Granel;3,703759
2018;6;PETROLEO BRASILEIRO S/A;COPA ENERGIA DISTRIBUIDORA DE GAS S A;210203001;GLP;S;RS;CANOAS, RS;S;RS;A Granel;3,335033
2018;6;PETROLEO BRASILEIRO S/A;COPA ENERGIA DISTRIBUIDORA DE GAS S A;210203001;GLP;S;RS;RIO GRANDE, RS;S;RS;A Granel;0,479478
2018;6;PETROLEO BRASILEIRO S/A;COPA ENERGIA DISTRIBUIDORA DE GAS S A;210203001;GLP;S;SC;ITAJAI, SC;S;SC;A Granel;0,491770
2018;6;PETROLEO BRASILEIRO S/A;COPA ENERGIA DISTRIBUIDORA DE GAS S A;210203001;GLP;SE;MG;BETIM, MG;SE;MG;A Granel;3,335000
2018;6;PETROLEO BRASILEIRO S/A;COPA ENERGIA DISTRIBUIDORA DE GAS S A;210203001;GLP;SE;MG;MACAE, RJ;SE;RJ;A Granel;0,445870
2018;6;PETROLEO BRASILEIRO S/A;COPA ENERGIA DISTRIBUIDORA DE GAS S A;210203001;GLP;SE;RJ;DUQUE DE CAXIAS, RJ;SE;RJ;A Granel;11,581221
2018;6;PETROLEO BRASILEIRO S/A;COPA ENERGIA DISTRIBUIDORA DE GAS S A;210203001;GLP;SE;RJ;MACAE, RJ;SE;RJ;A Granel;0,027680
2018;6;PETROLEO BRASILEIRO S/A;COPA ENERGIA DISTRIBUIDORA DE GAS S A;210203001;GLP;SE;SP;MAUA, SP;SE;SP;A Granel;11,421872
2018;6;PETROLEO BRASILEIRO S/A;COPA ENERGIA DISTRIBUIDORA DE GAS S A;210203001;GLP;SE;SP;PAULINIA, SP;SE;SP;A Granel;8,435440
2018;6;PETROLEO BRASILEIRO S/A;COPA ENERGIA DISTRIBUIDORA DE GAS S A;210203001;GLP;SE;SP;SAO JOSE DOS CAMPOS, SP;SE;SP;A Granel;6,399422
2018;6;PETROLEO BRASILEIRO S/A;GASBALL ARMAZENADORA E DISTRIBUIDORA LTDA.;210203001;GLP;SE;SP;PAULINIA, SP;SE;SP;A Granel;0,283653
2018;6;PETROLEO BRASILEIRO S/A;GASBALL ARMAZENADORA E DISTRIBUIDORA LTDA.;210203001;GLP;SE;SP;SAO JOSE DOS CAMPOS, SP;SE;SP;A Granel;0,097490
2018;6;PETROLEO BRASILEIRO S/A;GLP GAS DISTRIBUIDORA DE GAS LTDA.;210203001;GLP;SE;RJ;MACAE, RJ;SE;RJ;A Granel;1,109870
2018;6;PETROLEO BRASILEIRO S/A;GÁS PONTO COM DISTRIBUIDORA DE GÁS S.A.;210203001;GLP;S;PR;ARAUCARIA, PR;S;PR;A Granel;0,564344
2018;6;PETROLEO BRASILEIRO S/A;GÁS PONTO COM DISTRIBUIDORA DE GÁS S.A.;210203001;GLP;S;PR;MACAE, RJ;SE;RJ;A Granel;0,167570
2018;6;PETROLEO BRASILEIRO S/A;GÁS PONTO COM DISTRIBUIDORA DE GÁS S.A.;210203001;GLP;S;SC;ITAJAI, SC;S;SC;A Granel;0,191850
2018;6;PETROLEO BRASILEIRO S/A;LIQUIGÁS DISTRIBUIDORA S.A.;210202002;BUTANO ESPECIAL;SE;SP;SANTOS, SP;SE;SP;A Granel;2,666228
2018;6;PETROLEO BRASILEIRO S/A;LIQUIGÁS DISTRIBUIDORA S.A.;210203001;GLP;N;PA;BELEM, PA;N;PA;A Granel;5,840870
2018;6;PETROLEO BRASILEIRO S/A;LIQUIGÁS DISTRIBUIDORA S.A.;210203001;GLP;NE;BA;ARACRUZ, ES;SE;ES;A Granel;0,338460
2018;6;PETROLEO BRASILEIRO S/A;LIQUIGÁS DISTRIBUIDORA S.A.;210203001;GLP;NE;BA;SAO FRANCISCO DO CONDE, BA;NE;BA;A Granel;7,829184
2018;6;PETROLEO BRASILEIRO S/A;LIQUIGÁS DISTRIBUIDORA S.A.;210203001;GLP;NE;CE;FORTALEZA, CE;NE;CE;A Granel;5,842583
2018;6;PETROLEO BRASILEIRO S/A;LIQUIGÁS DISTRIBUIDORA S.A.;210203001;GLP;NE;MA;SAO LUIS, MA;NE;MA;A Granel;5,972680
2018;6;PETROLEO BRASILEIRO S/A;LIQUIGÁS DISTRIBUIDORA S.A.;210203001;GLP;NE;PE;IPOJUCA, PE;NE;PE;A Granel;12,629097
2018;6;PETROLEO BRASILEIRO S/A;LIQUIGÁS DISTRIBUIDORA S.A.;210203001;GLP;NE;RN;NATAL, RN;NE;RN;A Granel;1,591910
2018;6;PETROLEO BRASILEIRO S/A;LIQUIGÁS DISTRIBUIDORA S.A.;210203001;GLP;NE;SE;ARACAJU, SE;NE;SE;A Granel;0,226190
2018;6;PETROLEO BRASILEIRO S/A;LIQUIGÁS DISTRIBUIDORA S.A.;210203001;GLP;NE;SE;PILAR, AL;NE;AL;A Granel;0,276260
2018;6;PETROLEO BRASILEIRO S/A;LIQUIGÁS DISTRIBUIDORA S.A.;210203001;GLP;S;PR;ARAUCARIA, PR;S;PR;A Granel;15,535451
2018;6;PETROLEO BRASILEIRO S/A;LIQUIGÁS DISTRIBUIDORA S.A.;210203001;GLP;S;RS;CANOAS, RS;S;RS;A Granel;16,884219
2018;6;PETROLEO BRASILEIRO S/A;LIQUIGÁS DISTRIBUIDORA S.A.;210203001;GLP;S;RS;RIO GRANDE, RS;S;RS;A Granel;0,759407
2018;6;PETROLEO BRASILEIRO S/A;LIQUIGÁS DISTRIBUIDORA S.A.;210203001;GLP;S;SC;ITAJAI, SC;S;SC;A Granel;0,401590
2018;6;PETROLEO BRASILEIRO S/A;LIQUIGÁS DISTRIBUIDORA S.A.;210203001;GLP;SE;ES;ARACRUZ, ES;SE;ES;A Granel;1,739950
2018;6;PETROLEO BRASILEIRO S/A;LIQUIGÁS DISTRIBUIDORA S.A.;210203001;GLP;SE;MG;BETIM, MG;SE;MG;A Granel;7,998696
2018;6;PETROLEO BRASILEIRO S/A;LIQUIGÁS DISTRIBUIDORA S.A.;210203001;GLP;SE;MG;MACAE, RJ;SE;RJ;A Granel;0,319120
2018;6;PETROLEO BRASILEIRO S/A;LIQUIGÁS DISTRIBUIDORA S.A.;210203001;GLP;SE;RJ;DUQUE DE CAXIAS, RJ;SE;RJ;A Granel;8,878448
2018;6;PETROLEO BRASILEIRO S/A;LIQUIGÁS DISTRIBUIDORA S.A.;210203001;GLP;SE;RJ;MACAE, RJ;SE;RJ;A Granel;2,414200
2018;6;PETROLEO BRASILEIRO S/A;LIQUIGÁS DISTRIBUIDORA S.A.;210203001;GLP;SE;SP;MAUA, SP;SE;SP;A Granel;13,674521
2018;6;PETROLEO BRASILEIRO S/A;LIQUIGÁS DISTRIBUIDORA S.A.;210203001;GLP;SE;SP;PAULINIA, SP;SE;SP;A Granel;10,611433
2018;6;PETROLEO BRASILEIRO S/A;LIQUIGÁS DISTRIBUIDORA S.A.;210203001;GLP;SE;SP;SANTOS, SP;SE;SP;A Granel;19,164556
2018;6;PETROLEO BRASILEIRO S/A;LIQUIGÁS DISTRIBUIDORA S.A.;210203001;GLP;SE;SP;SAO JOSE DOS CAMPOS, SP;SE;SP;A Granel;8,451338
2018;6;PETROLEO BRASILEIRO S/A;MASTERGAS COMÉRCIO, TRANSPORTE E DISTRIBUIÇÃO DE GLP RIO CLARO LTDA.;210203001;GLP;SE;SP;MACAE, RJ;SE;RJ;A Granel;0,170080
2018;6;PETROLEO BRASILEIRO S/A;MINASGAS S/A INDUSTRIA E COMERCIO;210203001;GLP;NE;CE;FORTALEZA, CE;NE;CE;A Granel;1,284000
2018;6;PETROLEO BRASILEIRO S/A;MINASGAS S/A INDUSTRIA E COMERCIO;210203001;GLP;NE;CE;NATAL, RN;NE;RN;A Granel;0,418147
2018;6;PETROLEO BRASILEIRO S/A;MINASGAS S/A INDUSTRIA E COMERCIO;210203001;GLP;NE;PE;IPOJUCA, PE;NE;PE;A Granel;8,103822
2018;6;PETROLEO BRASILEIRO S/A;MINASGAS S/A INDUSTRIA E COMERCIO;210203001;GLP;NE;RN;NATAL, RN;NE;RN;A Granel;0,080640
2018;6;PETROLEO BRASILEIRO S/A;NACIONAL GAS BUTANO DISTRIBUIDORA LTDA;210203001;GLP;CO;GO;ARACRUZ, ES;SE;ES;A Granel;0,075260
2018;6;PETROLEO BRASILEIRO S/A;NACIONAL GAS BUTANO DISTRIBUIDORA LTDA;210203001;GLP;CO;GO;MACAE, RJ;SE;RJ;A Granel;0,197600
2018;6;PETROLEO BRASILEIRO S/A;NACIONAL GAS BUTANO DISTRIBUIDORA LTDA;210203001;GLP;N;PA;BELEM, PA;N;PA;A Granel;10,393222
2018;6;PETROLEO BRASILEIRO S/A;NACIONAL GAS BUTANO DISTRIBUIDORA LTDA;210203001;GLP;NE;AL;PILAR, AL;NE;AL;A Granel;2,085910
2018;6;PETROLEO BRASILEIRO S/A;NACIONAL GAS BUTANO DISTRIBUIDORA LTDA;210203001;GLP;NE;BA;ARACRUZ, ES;SE;ES;A Granel;0,021850
2018;6;PETROLEO BRASILEIRO S/A;NACIONAL GAS BUTANO DISTRIBUIDORA LTDA;210203001;GLP;NE;BA;SAO FRANCISCO DO CONDE, BA;NE;BA;A Granel;10,859674
2018;6;PETROLEO BRASILEIRO S/A;NACIONAL GAS BUTANO DISTRIBUIDORA LTDA;210203001;GLP;NE;CE;FORTALEZA, CE;NE;CE;A Granel;12,683657
2018;6;PETROLEO BRASILEIRO S/A;NACIONAL GAS BUTANO DISTRIBUIDORA LTDA;210203001;GLP;NE;MA;SAO LUIS, MA;NE;MA;A Granel;6,632990
2018;6;PETROLEO BRASILEIRO S/A;NACIONAL GAS BUTANO DISTRIBUIDORA LTDA;210203001;GLP;NE;PE;IPOJUCA, PE;NE;PE;A Granel;20,836330
2018;6;PETROLEO BRASILEIRO S/A;NACIONAL GAS BUTANO DISTRIBUIDORA LTDA;210203001;GLP;NE;RN;NATAL, RN;NE;RN;A Granel;1,824988
2018;6;PETROLEO BRASILEIRO S/A;NACIONAL GAS BUTANO DISTRIBUIDORA LTDA;210203001;GLP;NE;SE;ARACAJU, SE;NE;SE;A Granel;1,025010
2018;6;PETROLEO BRASILEIRO S/A;NACIONAL GAS BUTANO DISTRIBUIDORA LTDA;210203001;GLP;S;PR;ARAUCARIA, PR;S;PR;A Granel;9,201288
2018;6;PETROLEO BRASILEIRO S/A;NACIONAL GAS BUTANO DISTRIBUIDORA LTDA;210203001;GLP;S;RS;CANOAS, RS;S;RS;A Granel;5,065869
2018;6;PETROLEO BRASILEIRO S/A;NACIONAL GAS BUTANO DISTRIBUIDORA LTDA;210203001;GLP;S;RS;RIO GRANDE, RS;S;RS;A Granel;0,707090
2018;6;PETROLEO BRASILEIRO S/A;NACIONAL GAS BUTANO DISTRIBUIDORA LTDA;210203001;GLP;S;SC;ITAJAI, SC;S;SC;A Granel;1,506610
2018;6;PETROLEO BRASILEIRO S/A;NACIONAL GAS BUTANO DISTRIBUIDORA LTDA;210203001;GLP;SE;ES;ARACRUZ, ES;SE;ES;A Granel;3,285560
2018;6;PETROLEO BRASILEIRO S/A;NACIONAL GAS BUTANO DISTRIBUIDORA LTDA;210203001;GLP;SE;MG;BETIM, MG;SE;MG;A Granel;5,049717
2018;6;PETROLEO BRASILEIRO S/A;NACIONAL GAS BUTANO DISTRIBUIDORA LTDA;210203001;GLP;SE;MG;MACAE, RJ;SE;RJ;A Granel;0,238660
2018;6;PETROLEO BRASILEIRO S/A;NACIONAL GAS BUTANO DISTRIBUIDORA LTDA;210203001;GLP;SE;RJ;DUQUE DE CAXIAS, RJ;SE;RJ;A Granel;15,189728
2018;6;PETROLEO BRASILEIRO S/A;NACIONAL GAS BUTANO DISTRIBUIDORA LTDA;210203001;GLP;SE;RJ;MACAE, RJ;SE;RJ;A Granel;2,463900
2018;6;PETROLEO BRASILEIRO S/A;NACIONAL GAS BUTANO DISTRIBUIDORA LTDA;210203001;GLP;SE;SP;MACAE, RJ;SE;RJ;A Granel;1,041910
2018;6;PETROLEO BRASILEIRO S/A;NACIONAL GAS BUTANO DISTRIBUIDORA LTDA;210203001;GLP;SE;SP;MAUA, SP;SE;SP;A Granel;8,563800
2018;6;PETROLEO BRASILEIRO S/A;NACIONAL GAS BUTANO DISTRIBUIDORA LTDA;210203001;GLP;SE;SP;PAULINIA, SP;SE;SP;A Granel;4,802746
2018;6;PETROLEO BRASILEIRO S/A;NACIONAL GAS BUTANO DISTRIBUIDORA LTDA;210203001;GLP;SE;SP;SAO JOSE DOS CAMPOS, SP;SE;SP;A Granel;9,555005
2018;6;PETROLEO BRASILEIRO S/A;PROPANGAS LTDA.;210203001;GLP;SE;SP;MACAE, RJ;SE;RJ;A Granel;0,028180
2018;6;PETROLEO BRASILEIRO S/A;SERVGÁS DISTRIBUIDORA DE GÁS S. A.;210203001;GLP;S;PR;ARAUCARIA, PR;S;PR;A Granel;0,543331
2018;6;PETROLEO BRASILEIRO S/A;SERVGÁS DISTRIBUIDORA DE GÁS S. A.;210203001;GLP;SE;SP;MACAE, RJ;SE;RJ;A Granel;0,245510
2018;6;PETROLEO BRASILEIRO S/A;SERVGÁS DISTRIBUIDORA DE GÁS S. A.;210203001;GLP;SE;SP;PAULINIA, SP;SE;SP;A Granel;0,521446
2018;6;PETROLEO BRASILEIRO S/A;SOCIEDADE FOGAS LTDA;210203001;GLP;N;AM;MANAUS, AM;N;AM;A Granel;5,544670
2018;6;PETROLEO BRASILEIRO S/A;SOCIEDADE FOGAS LTDA;210203001;GLP;N;PA;COARI, AM;N;AM;A Granel;0,647870
2018;6;PETROLEO BRASILEIRO S/A;SOCIEDADE FOGAS LTDA;210203001;GLP;N;RO;COARI, AM;N;AM;A Granel;3,914189
2018;6;PETROLEO BRASILEIRO S/A;SOS GÁS DISTRIBUIDORA LTDA;210203001;GLP;NE;PB;NATAL, RN;NE;RN;A Granel;0,072050
2018;6;PETROLEO BRASILEIRO S/A;SUPERGASBRAS ENERGIA LTDA;210203001;GLP;CO;DF;MACAE, RJ;SE;RJ;A Granel;0,131150
2018;6;PETROLEO BRASILEIRO S/A;SUPERGASBRAS ENERGIA LTDA;210203001;GLP;N;PA;BELEM, PA;N;PA;A Granel;3,099291
2018;6;PETROLEO BRASILEIRO S/A;SUPERGASBRAS ENERGIA LTDA;210203001;GLP;NE;BA;ARACRUZ, ES;SE;ES;A Granel;0,853740
2018;6;PETROLEO BRASILEIRO S/A;SUPERGASBRAS ENERGIA LTDA;210203001;GLP;NE;BA;MACAE, RJ;SE;RJ;A Granel;0,022940
2018;6;PETROLEO BRASILEIRO S/A;SUPERGASBRAS ENERGIA LTDA;210203001;GLP;NE;BA;SAO FRANCISCO DO CONDE, BA;NE;BA;A Granel;6,924074
2018;6;PETROLEO BRASILEIRO S/A;SUPERGASBRAS ENERGIA LTDA;210203001;GLP;NE;MA;SAO LUIS, MA;NE;MA;A Granel;1,194000
2018;6;PETROLEO BRASILEIRO S/A;SUPERGASBRAS ENERGIA LTDA;210203001;GLP;NE;SE;ARACAJU, SE;NE;SE;A Granel;0,030800
2018;6;PETROLEO BRASILEIRO S/A;SUPERGASBRAS ENERGIA LTDA;210203001;GLP;NE;SE;PILAR, AL;NE;AL;A Granel;0,206760
