Ano;Mês;Fornecedor Destino;Distribuidor Origem;Código do Produto;Nome do Produto;Região Origem;UF Origem;Localidade Destino;Região Destinatário;UF Destino;Código de Embalagem GLP;Quantidade de Produto (mil ton)
2007;1;BRASKEM S/A;BAHIANA DISTRIBUIDORA DE GÁS LTDA;210203001;GLP;NE;BA;CAMACARI, BA;NE;BA;A Granel;0,591270
2007;1;BRASKEM S/A;NACIONAL GAS BUTANO DISTRIBUIDORA LTDA;210203001;GLP;NE;BA;CAMACARI, BA;NE;BA;A Granel;0,216800
2007;1;UNIPAR COMERCIAL E DISTRIBUIDORA S.A.;CONSIGAZ DISTRIBUIDORA DE GÁS LTDA.;210201001;PROPANO;SE;SP;MAUA, SP;SE;SP;A Granel;0,015630
2007;2;BRASKEM S/A;BAHIANA DISTRIBUIDORA DE GÁS LTDA;210203001;GLP;NE;BA;CAMACARI, BA;NE;BA;A Granel;0,613370
2007;2;BRASKEM S/A;NACIONAL GAS BUTANO DISTRIBUIDORA LTDA;210203001;GLP;NE;BA;CAMACARI, BA;NE;BA;A Granel;0,189250
2007;2;UNIPAR COMERCIAL E DISTRIBUIDORA S.A.;CONSIGAZ DISTRIBUIDORA DE GÁS LTDA.;210201001;PROPANO;SE;SP;MAUA, SP;SE;SP;A Granel;0,028470
2007;3;BRASKEM S/A;BAHIANA DISTRIBUIDORA DE GÁS LTDA;210203001;GLP;NE;BA;CAMACARI, BA;NE;BA;A Granel;0,578150
2007;3;BRASKEM S/A;NACIONAL GAS BUTANO DISTRIBUIDORA LTDA;210203001;GLP;NE;BA;CAMACARI, BA;NE;BA;A Granel;0,241560
2007;3;UNIPAR COMERCIAL E DISTRIBUIDORA S.A.;CONSIGAZ DISTRIBUIDORA DE GÁS LTDA.;210201001;PROPANO;SE;SP;MAUA, SP;SE;SP;A Granel;0,009490
2007;4;BRASKEM S/A;BAHIANA DISTRIBUIDORA DE GÁS LTDA;210203001;GLP;NE;BA;CAMACARI, BA;NE;BA;A Granel;0,362840
2007;4;BRASKEM S/A;NACIONAL GAS BUTANO DISTRIBUIDORA LTDA;210203001;GLP;NE;BA;CAMACARI, BA;NE;BA;A Granel;0,135390
2007;4;UNIPAR COMERCIAL E DISTRIBUIDORA S.A.;CONSIGAZ DISTRIBUIDORA DE GÁS LTDA.;210201001;PROPANO;SE;SP;MAUA, SP;SE;SP;A Granel;0,004630
2007;5;UNIPAR COMERCIAL E DISTRIBUIDORA S.A.;CONSIGAZ DISTRIBUIDORA DE GÁS LTDA.;210201001;PROPANO;SE;SP;MAUA, SP;SE;SP;A Granel;0,242520
2007;6;PETROLEO BRASILEIRO S/A;AMAZONGAS DISTRIB DE GAS LIQUEF DE PETROLEO LTDA;210203001;GLP;N;AM;MANAUS, AM;N;AM;A Granel;2,251710
2007;6;PETROLEO BRASILEIRO S/A;AMAZONGAS DISTRIB DE GAS LIQUEF DE PETROLEO LTDA;210203001;GLP;N;RO;COARI, AM;N;AM;A Granel;1,445843
2007;6;PETROLEO BRASILEIRO S/A;BAHIANA DISTRIBUIDORA DE GÁS LTDA;210203001;GLP;NE;AL;PILAR, AL;NE;AL;A Granel;0,069460
2007;6;PETROLEO BRASILEIRO S/A;BAHIANA DISTRIBUIDORA DE GÁS LTDA;210203001;GLP;NE;BA;ARACAJU, SE;NE;SE;A Granel;0,034130
2007;6;PETROLEO BRASILEIRO S/A;BAHIANA DISTRIBUIDORA DE GÁS LTDA;210203001;GLP;NE;BA;SAO FRANCISCO DO CONDE, BA;NE;BA;A Granel;16,539880
2007;6;PETROLEO BRASILEIRO S/A;BAHIANA DISTRIBUIDORA DE GÁS LTDA;210203001;GLP;NE;CE;FORTALEZA, CE;NE;CE;A Granel;3,860540
2007;6;PETROLEO BRASILEIRO S/A;BAHIANA DISTRIBUIDORA DE GÁS LTDA;210203001;GLP;NE;CE;NATAL, RN;NE;RN;A Granel;0,593760
2007;6;PETROLEO BRASILEIRO S/A;BAHIANA DISTRIBUIDORA DE GÁS LTDA;210203001;GLP;NE;PE;IPOJUCA, PE;NE;PE;A Granel;4,771332
2007;6;PETROLEO BRASILEIRO S/A;BAHIANA DISTRIBUIDORA DE GÁS LTDA;210203001;GLP;NE;PE;PILAR, AL;NE;AL;A Granel;0,016810
2007;6;PETROLEO BRASILEIRO S/A;BAHIANA DISTRIBUIDORA DE GÁS LTDA;210203001;GLP;NE;RN;NATAL, RN;NE;RN;A Granel;0,148190
2007;6;PETROLEO BRASILEIRO S/A;BAHIANA DISTRIBUIDORA DE GÁS LTDA;210203001;GLP;NE;SE;ARACAJU, SE;NE;SE;A Granel;2,965471
2007;6;PETROLEO BRASILEIRO S/A;COMPANHIA ULTRAGAZ S A;210201001;PROPANO;SE;SP;CUBATAO, SP;SE;SP;A Granel;0,766940
2007;6;PETROLEO BRASILEIRO S/A;COMPANHIA ULTRAGAZ S A;210203001;GLP;CO;GO;SENADOR CANEDO, GO;CO;GO;A Granel;0,268769
2007;6;PETROLEO BRASILEIRO S/A;COMPANHIA ULTRAGAZ S A;210203001;GLP;S;PR;ARAUCARIA, PR;S;PR;A Granel;11,732123
2007;6;PETROLEO BRASILEIRO S/A;COMPANHIA ULTRAGAZ S A;210203001;GLP;S;PR;ITAJAI, SC;S;SC;A Granel;0,021740
2007;6;PETROLEO BRASILEIRO S/A;COMPANHIA ULTRAGAZ S A;210203001;GLP;S;RS;CANOAS, RS;S;RS;A Granel;0,528326
2007;6;PETROLEO BRASILEIRO S/A;COMPANHIA ULTRAGAZ S A;210203001;GLP;S;SC;ITAJAI, SC;S;SC;A Granel;0,413200
2007;6;PETROLEO BRASILEIRO S/A;COMPANHIA ULTRAGAZ S A;210203001;GLP;SE;MG;BETIM, MG;SE;MG;A Granel;5,840440
2007;6;PETROLEO BRASILEIRO S/A;COMPANHIA ULTRAGAZ S A;210203001;GLP;SE;RJ;DUQUE DE CAXIAS, RJ;SE;RJ;A Granel;11,787450
2007;6;PETROLEO BRASILEIRO S/A;COMPANHIA ULTRAGAZ S A;210203001;GLP;SE;RJ;MACAE, RJ;SE;RJ;A Granel;0,090690
2007;6;PETROLEO BRASILEIRO S/A;COMPANHIA ULTRAGAZ S A;210203001;GLP;SE;SP;MAUA, SP;SE;SP;A Granel;5,407170
2007;6;PETROLEO BRASILEIRO S/A;COMPANHIA ULTRAGAZ S A;210203001;GLP;SE;SP;PAULINIA, SP;SE;SP;A Granel;18,587532
2007;6;PETROLEO BRASILEIRO S/A;COMPANHIA ULTRAGAZ S A;210203001;GLP;SE;SP;SANTOS, SP;SE;SP;A Granel;3,217381
2007;6;PETROLEO BRASILEIRO S/A;COMPANHIA ULTRAGAZ S A;210203001;GLP;SE;SP;SAO CAETANO DO SUL, SP;SE;SP;A Granel;21,781053
2007;6;PETROLEO BRASILEIRO S/A;COMPANHIA ULTRAGAZ S A;210203001;GLP;SE;SP;SAO JOSE DOS CAMPOS, SP;SE;SP;A Granel;19,543105
2007;6;PETROLEO BRASILEIRO S/A;CONSIGAZ DISTRIBUIDORA DE GÁS LTDA.;210202002;BUTANO ESPECIAL;SE;SP;CUBATAO, SP;SE;SP;A Granel;0,068520
2007;6;PETROLEO BRASILEIRO S/A;CONSIGAZ DISTRIBUIDORA DE GÁS LTDA.;210203001;GLP;SE;SP;MAUA, SP;SE;SP;A Granel;4,102859
2007;6;PETROLEO BRASILEIRO S/A;CONSIGAZ DISTRIBUIDORA DE GÁS LTDA.;210203001;GLP;SE;SP;PAULINIA, SP;SE;SP;A Granel;3,623193
2007;6;PETROLEO BRASILEIRO S/A;CONSIGAZ DISTRIBUIDORA DE GÁS LTDA.;210203001;GLP;SE;SP;SAO JOSE DOS CAMPOS, SP;SE;SP;A Granel;2,041985
2007;6;PETROLEO BRASILEIRO S/A;COPA ENERGIA DISTRIBUIDORA DE GAS S A;210203001;GLP;CO;GO;SENADOR CANEDO, GO;CO;GO;A Granel;0,149260
2007;6;PETROLEO BRASILEIRO S/A;COPA ENERGIA DISTRIBUIDORA DE GAS S A;210203001;GLP;NE;PE;IPOJUCA, PE;NE;PE;A Granel;4,078390
2007;6;PETROLEO BRASILEIRO S/A;COPA ENERGIA DISTRIBUIDORA DE GAS S A;210203001;GLP;SE;RJ;DUQUE DE CAXIAS, RJ;SE;RJ;A Granel;4,868660
2007;6;PETROLEO BRASILEIRO S/A;COPA ENERGIA DISTRIBUIDORA DE GAS S A;210203001;GLP;SE;SP;MAUA, SP;SE;SP;A Granel;2,144570
2007;6;PETROLEO BRASILEIRO S/A;COPA ENERGIA DISTRIBUIDORA DE GAS S A;210203001;GLP;SE;SP;PAULINIA, SP;SE;SP;A Granel;7,773049
2007;6;PETROLEO BRASILEIRO S/A;COPA ENERGIA DISTRIBUIDORA DE GAS S A;210203001;GLP;SE;SP;SAO JOSE DOS CAMPOS, SP;SE;SP;A Granel;9,674969
2007;6;PETROLEO BRASILEIRO S/A;LIQUIGÁS DISTRIBUIDORA S.A.;210202002;BUTANO ESPECIAL;S;RS;CUBATAO, SP;SE;SP;A Granel;0,024910
2007;6;PETROLEO BRASILEIRO S/A;LIQUIGÁS DISTRIBUIDORA S.A.;210202002;BUTANO ESPECIAL;SE;SP;CUBATAO, SP;SE;SP;A Granel;0,150090
2007;6;PETROLEO BRASILEIRO S/A;LIQUIGÁS DISTRIBUIDORA S.A.;210203001;GLP;CO;GO;SENADOR CANEDO, GO;CO;GO;A Granel;0,266990
2007;6;PETROLEO BRASILEIRO S/A;LIQUIGÁS DISTRIBUIDORA S.A.;210203001;GLP;N;PA;BELEM, PA;N;PA;A Granel;3,830489
2007;6;PETROLEO BRASILEIRO S/A;LIQUIGÁS DISTRIBUIDORA S.A.;210203001;GLP;NE;BA;SAO FRANCISCO DO CONDE, BA;NE;BA;A Granel;6,165530
2007;6;PETROLEO BRASILEIRO S/A;LIQUIGÁS DISTRIBUIDORA S.A.;210203001;GLP;NE;CE;FORTALEZA, CE;NE;CE;A Granel;3,889580
2007;6;PETROLEO BRASILEIRO S/A;LIQUIGÁS DISTRIBUIDORA S.A.;210203001;GLP;NE;CE;NATAL, RN;NE;RN;A Granel;0,971070
2007;6;PETROLEO BRASILEIRO S/A;LIQUIGÁS DISTRIBUIDORA S.A.;210203001;GLP;NE;MA;SAO LUIS, MA;NE;MA;A Granel;2,967630
2007;6;PETROLEO BRASILEIRO S/A;LIQUIGÁS DISTRIBUIDORA S.A.;210203001;GLP;NE;PE;IPOJUCA, PE;NE;PE;A Granel;6,818840
2007;6;PETROLEO BRASILEIRO S/A;LIQUIGÁS DISTRIBUIDORA S.A.;210203001;GLP;NE;PE;NATAL, RN;NE;RN;A Granel;0,047750
2007;6;PETROLEO BRASILEIRO S/A;LIQUIGÁS DISTRIBUIDORA S.A.;210203001;GLP;NE;PE;PILAR, AL;NE;AL;A Granel;0,144670
2007;6;PETROLEO BRASILEIRO S/A;LIQUIGÁS DISTRIBUIDORA S.A.;210203001;GLP;NE;RN;NATAL, RN;NE;RN;A Granel;2,613370
2007;6;PETROLEO BRASILEIRO S/A;LIQUIGÁS DISTRIBUIDORA S.A.;210203001;GLP;NE;SE;ARACAJU, SE;NE;SE;A Granel;0,789170
2007;6;PETROLEO BRASILEIRO S/A;LIQUIGÁS DISTRIBUIDORA S.A.;210203001;GLP;S;PR;ARAUCARIA, PR;S;PR;A Granel;12,599375
2007;6;PETROLEO BRASILEIRO S/A;LIQUIGÁS DISTRIBUIDORA S.A.;210203001;GLP;S;PR;SAO MATEUS DO SUL, PR;S;PR;A Granel;0,957730
2007;6;PETROLEO BRASILEIRO S/A;LIQUIGÁS DISTRIBUIDORA S.A.;210203001;GLP;S;RS;CANOAS, RS;S;RS;A Granel;2,061001
2007;6;PETROLEO BRASILEIRO S/A;LIQUIGÁS DISTRIBUIDORA S.A.;210203001;GLP;S;SC;ITAJAI, SC;S;SC;A Granel;0,763140
2007;6;PETROLEO BRASILEIRO S/A;LIQUIGÁS DISTRIBUIDORA S.A.;210203001;GLP;SE;ES;DUQUE DE CAXIAS, RJ;SE;RJ;A Granel;0,247050
2007;6;PETROLEO BRASILEIRO S/A;LIQUIGÁS DISTRIBUIDORA S.A.;210203001;GLP;SE;ES;VITORIA, ES;SE;ES;A Granel;0,440280
2007;6;PETROLEO BRASILEIRO S/A;LIQUIGÁS DISTRIBUIDORA S.A.;210203001;GLP;SE;MG;BETIM, MG;SE;MG;A Granel;6,108333
2007;6;PETROLEO BRASILEIRO S/A;LIQUIGÁS DISTRIBUIDORA S.A.;210203001;GLP;SE;RJ;DUQUE DE CAXIAS, RJ;SE;RJ;A Granel;2,197770
2007;6;PETROLEO BRASILEIRO S/A;LIQUIGÁS DISTRIBUIDORA S.A.;210203001;GLP;SE;RJ;MACAE, RJ;SE;RJ;A Granel;1,695302
2007;6;PETROLEO BRASILEIRO S/A;LIQUIGÁS DISTRIBUIDORA S.A.;210203001;GLP;SE;SP;MAUA, SP;SE;SP;A Granel;3,358690
2007;6;PETROLEO BRASILEIRO S/A;LIQUIGÁS DISTRIBUIDORA S.A.;210203001;GLP;SE;SP;PAULINIA, SP;SE;SP;A Granel;19,867507
2007;6;PETROLEO BRASILEIRO S/A;LIQUIGÁS DISTRIBUIDORA S.A.;210203001;GLP;SE;SP;SANTOS, SP;SE;SP;A Granel;4,342279
2007;6;PETROLEO BRASILEIRO S/A;LIQUIGÁS DISTRIBUIDORA S.A.;210203001;GLP;SE;SP;SAO CAETANO DO SUL, SP;SE;SP;A Granel;14,738957
2007;6;PETROLEO BRASILEIRO S/A;LIQUIGÁS DISTRIBUIDORA S.A.;210203001;GLP;SE;SP;SAO JOSE DOS CAMPOS, SP;SE;SP;A Granel;10,240761
2007;6;PETROLEO BRASILEIRO S/A;MINASGAS S/A INDUSTRIA E COMERCIO;210202002;BUTANO ESPECIAL;NE;PE;CUBATAO, SP;SE;SP;A Granel;0,017910
2007;6;PETROLEO BRASILEIRO S/A;MINASGAS S/A INDUSTRIA E COMERCIO;210203001;GLP;NE;PE;IPOJUCA, PE;NE;PE;A Granel;4,413950
2007;6;PETROLEO BRASILEIRO S/A;MINASGAS S/A INDUSTRIA E COMERCIO;210203001;GLP;NE;PE;PILAR, AL;NE;AL;A Granel;0,118560
2007;6;PETROLEO BRASILEIRO S/A;MINASGAS S/A INDUSTRIA E COMERCIO;210203001;GLP;NE;RN;NATAL, RN;NE;RN;A Granel;1,678915
2007;6;PETROLEO BRASILEIRO S/A;NACIONAL GAS BUTANO DISTRIBUIDORA LTDA;210203001;GLP;CO;GO;SENADOR CANEDO, GO;CO;GO;A Granel;0,117950
2007;6;PETROLEO BRASILEIRO S/A;NACIONAL GAS BUTANO DISTRIBUIDORA LTDA;210203001;GLP;NE;BA;ARACAJU, SE;NE;SE;A Granel;1,338910
2007;6;PETROLEO BRASILEIRO S/A;NACIONAL GAS BUTANO DISTRIBUIDORA LTDA;210203001;GLP;NE;BA;SAO FRANCISCO DO CONDE, BA;NE;BA;A Granel;7,494890
2007;6;PETROLEO BRASILEIRO S/A;NACIONAL GAS BUTANO DISTRIBUIDORA LTDA;210203001;GLP;NE;CE;FORTALEZA, CE;NE;CE;A Granel;6,184436
2007;6;PETROLEO BRASILEIRO S/A;NACIONAL GAS BUTANO DISTRIBUIDORA LTDA;210203001;GLP;NE;CE;NATAL, RN;NE;RN;A Granel;2,830850
2007;6;PETROLEO BRASILEIRO S/A;NACIONAL GAS BUTANO DISTRIBUIDORA LTDA;210203001;GLP;NE;MA;SAO LUIS, MA;NE;MA;A Granel;3,721850
2007;6;PETROLEO BRASILEIRO S/A;NACIONAL GAS BUTANO DISTRIBUIDORA LTDA;210203001;GLP;NE;PB;NATAL, RN;NE;RN;A Granel;1,966130
2007;6;PETROLEO BRASILEIRO S/A;NACIONAL GAS BUTANO DISTRIBUIDORA LTDA;210203001;GLP;NE;PE;IPOJUCA, PE;NE;PE;A Granel;9,470074
2007;6;PETROLEO BRASILEIRO S/A;NACIONAL GAS BUTANO DISTRIBUIDORA LTDA;210203001;GLP;NE;RN;NATAL, RN;NE;RN;A Granel;3,556537
2007;6;PETROLEO BRASILEIRO S/A;NACIONAL GAS BUTANO DISTRIBUIDORA LTDA;210203001;GLP;NE;SE;ARACAJU, SE;NE;SE;A Granel;2,758961
2007;6;PETROLEO BRASILEIRO S/A;NACIONAL GAS BUTANO DISTRIBUIDORA LTDA;210203001;GLP;S;PR;ARAUCARIA, PR;S;PR;A Granel;3,696690
2007;6;PETROLEO BRASILEIRO S/A;NACIONAL GAS BUTANO DISTRIBUIDORA LTDA;210203001;GLP;S;RS;CANOAS, RS;S;RS;A Granel;0,202814
2007;6;PETROLEO BRASILEIRO S/A;NACIONAL GAS BUTANO DISTRIBUIDORA LTDA;210203001;GLP;S;SC;ITAJAI, SC;S;SC;A Granel;2,258370
2007;6;PETROLEO BRASILEIRO S/A;NACIONAL GAS BUTANO DISTRIBUIDORA LTDA;210203001;GLP;SE;ES;DUQUE DE CAXIAS, RJ;SE;RJ;A Granel;1,387019
2007;6;PETROLEO BRASILEIRO S/A;NACIONAL GAS BUTANO DISTRIBUIDORA LTDA;210203001;GLP;SE;ES;MACAE, RJ;SE;RJ;A Granel;0,955461
2007;6;PETROLEO BRASILEIRO S/A;NACIONAL GAS BUTANO DISTRIBUIDORA LTDA;210203001;GLP;SE;MG;BETIM, MG;SE;MG;A Granel;3,705987
2007;6;PETROLEO BRASILEIRO S/A;NACIONAL GAS BUTANO DISTRIBUIDORA LTDA;210203001;GLP;SE;MG;DUQUE DE CAXIAS, RJ;SE;RJ;A Granel;0,678120
2007;6;PETROLEO BRASILEIRO S/A;NACIONAL GAS BUTANO DISTRIBUIDORA LTDA;210203001;GLP;SE;RJ;DUQUE DE CAXIAS, RJ;SE;RJ;A Granel;9,197735
2007;6;PETROLEO BRASILEIRO S/A;NACIONAL GAS BUTANO DISTRIBUIDORA LTDA;210203001;GLP;SE;RJ;MACAE, RJ;SE;RJ;A Granel;1,192810
2007;6;PETROLEO BRASILEIRO S/A;NACIONAL GAS BUTANO DISTRIBUIDORA LTDA;210203001;GLP;SE;SP;CUBATAO, SP;SE;SP;A Granel;0,085500
2007;6;PETROLEO BRASILEIRO S/A;NACIONAL GAS BUTANO DISTRIBUIDORA LTDA;210203001;GLP;SE;SP;MAUA, SP;SE;SP;A Granel;2,143960
2007;6;PETROLEO BRASILEIRO S/A;NACIONAL GAS BUTANO DISTRIBUIDORA LTDA;210203001;GLP;SE;SP;PAULINIA, SP;SE;SP;A Granel;10,088190
2007;6;PETROLEO BRASILEIRO S/A;NACIONAL GAS BUTANO DISTRIBUIDORA LTDA;210203001;GLP;SE;SP;SAO CAETANO DO SUL, SP;SE;SP;A Granel;5,257417
2007;6;PETROLEO BRASILEIRO S/A;NACIONAL GAS BUTANO DISTRIBUIDORA LTDA;210203001;GLP;SE;SP;SAO JOSE DOS CAMPOS, SP;SE;SP;A Granel;5,595756
2007;6;PETROLEO BRASILEIRO S/A;NUTRIGÁS S/A;210203001;GLP;SE;ES;MACAE, RJ;SE;RJ;A Granel;0,072000
2007;6;PETROLEO BRASILEIRO S/A;PARAGAS DISTRIBUIDORA LTDA.;210203001;GLP;N;PA;BELEM, PA;N;PA;A Granel;8,655898
2007;6;PETROLEO BRASILEIRO S/A;REPSOL GÁS BRASIL S.A.;210203001;GLP;SE;RJ;DUQUE DE CAXIAS, RJ;SE;RJ;A Granel;0,315900
2007;6;PETROLEO BRASILEIRO S/A;REPSOL GÁS BRASIL S.A.;210203001;GLP;SE;RJ;PAULINIA, SP;SE;SP;A Granel;0,404700
2007;6;PETROLEO BRASILEIRO S/A;REPSOL GÁS BRASIL S.A.;210203001;GLP;SE;RJ;SAO CAETANO DO SUL, SP;SE;SP;A Granel;0,663586
2007;6;PETROLEO BRASILEIRO S/A;SERVGÁS DISTRIBUIDORA DE GÁS S. A.;210203001;GLP;S;PR;ARAUCARIA, PR;S;PR;A Granel;0,371798
2007;6;PETROLEO BRASILEIRO S/A;SOCIEDADE FOGAS LTDA;210203001;GLP;N;AM;MANAUS, AM;N;AM;A Granel;5,714568
2007;6;PETROLEO BRASILEIRO S/A;SOCIEDADE FOGAS LTDA;210203001;GLP;N;PA;MANAUS, AM;N;AM;A Granel;0,455846
2007;6;PETROLEO BRASILEIRO S/A;SOCIEDADE FOGAS LTDA;210203001;GLP;N;RO;COARI, AM;N;AM;A Granel;2,431182
2007;6;PETROLEO BRASILEIRO S/A;SUPERGASBRAS ENERGIA LTDA;210203001;GLP;CO;GO;SENADOR CANEDO, GO;CO;GO;A Granel;0,221220
2007;6;PETROLEO BRASILEIRO S/A;SUPERGASBRAS ENERGIA LTDA;210203001;GLP;N;PA;BELEM, PA;N;PA;A Granel;2,171274
2007;6;PETROLEO BRASILEIRO S/A;SUPERGASBRAS ENERGIA LTDA;210203001;GLP;NE;BA;SAO FRANCISCO DO CONDE, BA;NE;BA;A Granel;6,229980
2007;6;PETROLEO BRASILEIRO S/A;SUPERGASBRAS ENERGIA LTDA;210203001;GLP;S;PR;ARAUCARIA, PR;S;PR;A Granel;16,934599
2007;6;PETROLEO BRASILEIRO S/A;SUPERGASBRAS ENERGIA LTDA;210203001;GLP;S;SC;BETIM, MG;SE;MG;A Granel;14,266000
2007;6;PETROLEO BRASILEIRO S/A;SUPERGASBRAS ENERGIA LTDA;210203001;GLP;S;SC;DUQUE DE CAXIAS, RJ;SE;RJ;A Granel;1,864420
2007;6;PETROLEO BRASILEIRO S/A;SUPERGASBRAS ENERGIA LTDA;210203001;GLP;SE;ES;DUQUE DE CAXIAS, RJ;SE;RJ;A Granel;1,542250
2007;6;PETROLEO BRASILEIRO S/A;SUPERGASBRAS ENERGIA LTDA;210203001;GLP;SE;ES;MACAE, RJ;SE;RJ;A Granel;4,075920
2007;6;PETROLEO BRASILEIRO S/A;SUPERGASBRAS ENERGIA LTDA;210203001;GLP;SE;RJ;DUQUE DE CAXIAS, RJ;SE;RJ;A Granel;6,604740
2007;6;PETROLEO BRASILEIRO S/A;SUPERGASBRAS ENERGIA LTDA;210203001;GLP;SE;SP;MAUA, SP;SE;SP;A Granel;3,598710
2007;6;PETROLEO BRASILEIRO S/A;SUPERGASBRAS ENERGIA LTDA;210203001;GLP;SE;SP;PAULINIA, SP;SE;SP;A Granel;4,150040
2007;6;PETROLEO BRASILEIRO S/A;SUPERGASBRAS ENERGIA LTDA;210203001;GLP;SE;SP;SAO JOSE DOS CAMPOS, SP;SE;SP;A Granel;6,901696
2007;6;PETROQUÍMICA UNIÃO S.A;CONSIGAZ DISTRIBUIDORA DE GÁS LTDA.;210203001;GLP;SE;SP;SANTO ANDRE, SP;SE;SP;A Granel;1,742927
2007;6;REFINARIA ALBERTO PASQUALINI S.A;COMPANHIA ULTRAGAZ S A;210203001;GLP;S;RS;CANOAS, RS;S;RS;A Granel;5,216557
2007;6;REFINARIA ALBERTO PASQUALINI S.A;LIQUIGÁS DISTRIBUIDORA S.A.;210202002;BUTANO ESPECIAL;S;RS;CANOAS, RS;S;RS;A Granel;0,025070
2007;6;REFINARIA ALBERTO PASQUALINI S.A;LIQUIGÁS DISTRIBUIDORA S.A.;210202002;BUTANO ESPECIAL;S;SC;CANOAS, RS;S;RS;A Granel;0,121130
2007;6;REFINARIA ALBERTO PASQUALINI S.A;NACIONAL GAS BUTANO DISTRIBUIDORA LTDA;210203001;GLP;S;RS;CANOAS, RS;S;RS;A Granel;4,584840
2007;6;REFINARIA ALBERTO PASQUALINI S.A;SUPERGASBRAS ENERGIA LTDA;210203001;GLP;S;RS;CANOAS, RS;S;RS;A Granel;11,916108
2007;6;UNIPAR COMERCIAL E DISTRIBUIDORA S.A.;CONSIGAZ DISTRIBUIDORA DE GÁS LTDA.;210201001;PROPANO;SE;SP;MAUA, SP;SE;SP;A Granel;0,307292
2007;7;BRASKEM S/A;BAHIANA DISTRIBUIDORA DE GÁS LTDA;210203001;GLP;NE;BA;CAMACARI, BA;NE;BA;A Granel;0,614560
2007;7;BRASKEM S/A;NACIONAL GAS BUTANO DISTRIBUIDORA LTDA;210203001;GLP;NE;BA;CAMACARI, BA;NE;BA;A Granel;0,245630
2007;7;PETROLEO BRASILEIRO S/A;AMAZONGAS DISTRIB DE GAS LIQUEF DE PETROLEO LTDA;210203001;GLP;N;AM;MANAUS, AM;N;AM;A Granel;2,852577
2007;7;PETROLEO BRASILEIRO S/A;AMAZONGAS DISTRIB DE GAS LIQUEF DE PETROLEO LTDA;210203001;GLP;N;RO;COARI, AM;N;AM;A Granel;0,926180
2007;7;PETROLEO BRASILEIRO S/A;BAHIANA DISTRIBUIDORA DE GÁS LTDA;210203001;GLP;NE;AL;PILAR, AL;NE;AL;A Granel;0,088960
2007;7;PETROLEO BRASILEIRO S/A;BAHIANA DISTRIBUIDORA DE GÁS LTDA;210203001;GLP;NE;BA;ARACAJU, SE;NE;SE;A Granel;0,035240
2007;7;PETROLEO BRASILEIRO S/A;BAHIANA DISTRIBUIDORA DE GÁS LTDA;210203001;GLP;NE;BA;SAO FRANCISCO DO CONDE, BA;NE;BA;A Granel;16,066919
2007;7;PETROLEO BRASILEIRO S/A;BAHIANA DISTRIBUIDORA DE GÁS LTDA;210203001;GLP;NE;CE;FORTALEZA, CE;NE;CE;A Granel;4,940860
2007;7;PETROLEO BRASILEIRO S/A;BAHIANA DISTRIBUIDORA DE GÁS LTDA;210203001;GLP;NE;CE;NATAL, RN;NE;RN;A Granel;0,688020
2007;7;PETROLEO BRASILEIRO S/A;BAHIANA DISTRIBUIDORA DE GÁS LTDA;210203001;GLP;NE;PE;IPOJUCA, PE;NE;PE;A Granel;6,491620
2007;7;PETROLEO BRASILEIRO S/A;BAHIANA DISTRIBUIDORA DE GÁS LTDA;210203001;GLP;NE;PE;PILAR, AL;NE;AL;A Granel;0,016750
2007;7;PETROLEO BRASILEIRO S/A;BAHIANA DISTRIBUIDORA DE GÁS LTDA;210203001;GLP;NE;RN;NATAL, RN;NE;RN;A Granel;0,101230
2007;7;PETROLEO BRASILEIRO S/A;BAHIANA DISTRIBUIDORA DE GÁS LTDA;210203001;GLP;NE;SE;ARACAJU, SE;NE;SE;A Granel;3,398482
2007;7;PETROLEO BRASILEIRO S/A;COMPANHIA ULTRAGAZ S A;210201001;PROPANO;SE;SP;CUBATAO, SP;SE;SP;A Granel;0,798770
2007;7;PETROLEO BRASILEIRO S/A;COMPANHIA ULTRAGAZ S A;210203001;GLP;S;PR;ARAUCARIA, PR;S;PR;A Granel;11,564603
2007;7;PETROLEO BRASILEIRO S/A;COMPANHIA ULTRAGAZ S A;210203001;GLP;S;RS;CANOAS, RS;S;RS;A Granel;0,538463
2007;7;PETROLEO BRASILEIRO S/A;COMPANHIA ULTRAGAZ S A;210203001;GLP;S;SC;ITAJAI, SC;S;SC;A Granel;0,108330
2007;7;PETROLEO BRASILEIRO S/A;COMPANHIA ULTRAGAZ S A;210203001;GLP;SE;MG;BETIM, MG;SE;MG;A Granel;6,063142
2007;7;PETROLEO BRASILEIRO S/A;COMPANHIA ULTRAGAZ S A;210203001;GLP;SE;RJ;DUQUE DE CAXIAS, RJ;SE;RJ;A Granel;8,071089
2007;7;PETROLEO BRASILEIRO S/A;COMPANHIA ULTRAGAZ S A;210203001;GLP;SE;RJ;MACAE, RJ;SE;RJ;A Granel;0,356840
2007;7;PETROLEO BRASILEIRO S/A;COMPANHIA ULTRAGAZ S A;210203001;GLP;SE;SP;MAUA, SP;SE;SP;A Granel;10,795780
2007;7;PETROLEO BRASILEIRO S/A;COMPANHIA ULTRAGAZ S A;210203001;GLP;SE;SP;PAULINIA, SP;SE;SP;A Granel;16,626094
2007;7;PETROLEO BRASILEIRO S/A;COMPANHIA ULTRAGAZ S A;210203001;GLP;SE;SP;SANTOS, SP;SE;SP;A Granel;3,667217
